signature_row_index,compound_embedding_row_index,source,signature_id,compound_name,parsed_cell_line,parsed_time,parsed_dose,split,time_hours,dose_um,log10_dose_um,cold_drug_split
76186,1278,L1000,L1000::sirolimus::SKBR3::::24H::0.08uM::LJP001::J16::BRD-A79768653,Ascomycin; sirolimus,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,test
76187,1278,L1000,L1000::sirolimus::SKBR3::::24H::10uM::LJP001::I15::BRD-A79768653,Ascomycin; sirolimus,SKBR3,24H,10uM,train,24.0,10.0,1.0,test
76188,4116,L1000,L1000::NU-7441::SKBR3::::24H::10uM::LJP001::K11::BRD-K00337317,NU-7441,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76189,1461,L1000,L1000::SB-590885::SKBR3::::24H::10uM::LJP001::I03::BRD-K01253243,SB-590885,SKBR3,24H,10uM,test,24.0,10.0,1.0,test
76190,1956,L1000,L1000::XMD-1150::SKBR3::::24H::0.08uM::LJP001::P18::BRD-K01436366,Lrrk2-IN-1; XMD-1150,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76191,8282,L1000,L1000::AKT-inhibitor-1-2::SKBR3::::24H::10uM::LJP001::G03::BRD-K04887706,BRD-K04887706,SKBR3,24H,10uM,val,24.0,10.0,1.0,test
76192,3995,L1000,L1000::GSK-3-inhibitor-IX::SKBR3::::24H::0.08uM::LJP001::F20::BRD-K04923131,6-Bromoindirubin-3'-oxime; BRD-K04923131,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76195,1310,L1000,L1000::roscovitine::SKBR3::::24H::10uM::LJP001::A03::BRD-K07691486,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,SKBR3,24H,10uM,val,24.0,10.0,1.0,train
76197,3694,L1000,L1000::KIN001-244::SKBR3::::24H::0.08uM::LJP001::P08::BRD-K09186807,KIN001-244,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76198,3694,L1000,L1000::KIN001-244::SKBR3::::24H::10uM::LJP001::O07::BRD-K09186807,KIN001-244,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76199,7866,L1000,L1000::GSK-3-inhibitor-II::SKBR3::::24H::10uM::LJP001::E17::BRD-K09991945,BRD-K09991945; GSK-3 Inhibitor II,SKBR3,24H,10uM,val,24.0,10.0,1.0,train
76200,2072,L1000,L1000::CP-466722::SKBR3::::24H::10uM::LJP001::A19::BRD-K15592317,CP-466722; CP466722,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76205,1999,L1000,L1000::fostamatinib::SKBR3::::24H::10uM::LJP001::G15::BRD-K20285085,Tamatinib; fostamatinib,SKBR3,24H,10uM,train,24.0,10.0,1.0,validation
76206,1383,L1000,L1000::GSK-1070916::SKBR3::::24H::10uM::LJP001::K13::BRD-K36740062,GSK-1070916; Gsk-1070916,SKBR3,24H,10uM,val,24.0,10.0,1.0,train
76207,747,L1000,L1000::torin-1::SKBR3::::24H::0.08uM::LJP001::P04::BRD-K40175214,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76211,4724,L1000,L1000::sorafenib::SKBR3::::24H::10uM::LJP001::A17::BRD-K49810818,sorafenib,SKBR3,24H,10uM,val,24.0,10.0,1.0,test
76215,6913,L1000,L1000::JW-7-24-1::SKBR3::::24H::10uM::LJP001::C17::BRD-K57282030,"9-(3,5-Dimethoxyphenyl)-1-[4-(1-piperazinyl)-3-(trifluoromethyl)phenyl]-2-benzo[h][1,6]naphthyridinone; JW-7-24-1",SKBR3,24H,10uM,train,24.0,10.0,1.0,validation
76216,2703,L1000,L1000::tozasertib::SKBR3::::24H::10uM::LJP001::C21::BRD-K59369769,Tozasertib; tozasertib,SKBR3,24H,10uM,val,24.0,10.0,1.0,train
76217,3120,L1000,L1000::ZSTK-474::SKBR3::::24H::0.08uM::LJP001::J20::BRD-K63068307,"2-(Difluoromethyl)-1-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-1H-benzimidazole; ZSTK-474",SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,validation
76218,3120,L1000,L1000::ZSTK-474::SKBR3::::24H::10uM::LJP001::I19::BRD-K63068307,"2-(Difluoromethyl)-1-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-1H-benzimidazole; ZSTK-474",SKBR3,24H,10uM,train,24.0,10.0,1.0,validation
76221,3459,L1000,L1000::torin-2::SKBR3::::24H::0.08uM::LJP001::P06::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",SKBR3,24H,0.08uM,val,24.0,0.08,-1.0969100130080565,train
76222,2898,L1000,L1000::ALW-II-38-3::SKBR3::::24H::0.08uM::LJP001::B06::BRD-K68191783,ALW-II-38-3; Awl-II-38.3,SKBR3,24H,0.08uM,test,24.0,0.08,-1.0969100130080565,train
76223,2898,L1000,L1000::ALW-II-38-3::SKBR3::::24H::10uM::LJP001::A05::BRD-K68191783,ALW-II-38-3; Awl-II-38.3,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76224,2073,L1000,L1000::KIN001-055::SKBR3::::24H::0.08uM::LJP001::F24::BRD-K68407802,KIN001-055; Whi-P97,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76225,2091,L1000,L1000::AZD-8055::SKBR3::::24H::0.08uM::LJP001::B16::BRD-K69932463,AZD-8055; Azd8055,SKBR3,24H,0.08uM,test,24.0,0.08,-1.0969100130080565,train
76226,2091,L1000,L1000::AZD-8055::SKBR3::::24H::10uM::LJP001::A15::BRD-K69932463,AZD-8055; Azd8055,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76227,1836,L1000,L1000::CP-724714::SKBR3::::24H::10uM::LJP001::A21::BRD-K76908866,CP-724714; Cp-724714,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76228,631,L1000,L1000::crizotinib::SKBR3::::24H::10uM::LJP001::E11::BRD-K78431006,(S)-Crizotinib; Crizotinib; crizotinib,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76229,2328,L1000,L1000::SB-239063::SKBR3::::24H::10uM::LJP001::G05::BRD-K82091397,SB 239063; SB-239063,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76230,5161,L1000,L1000::neratinib::SKBR3::::24H::0.08uM::LJP001::D16::BRD-K85606544,Neratinib (maleate); Neratinib Maleate,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76231,2385,L1000,L1000::GSK-461364::SKBR3::::24H::0.08uM::LJP001::D06::BRD-K92428232,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76232,2385,L1000,L1000::GSK-461364::SKBR3::::24H::10uM::LJP001::C05::BRD-K92428232,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,SKBR3,24H,10uM,train,24.0,10.0,1.0,train
76233,2274,L1000,L1000::OSI-027::SKBR3::::24H::0.08uM::LJP001::L16::BRD-K94294671,OSI-027,SKBR3,24H,0.08uM,train,24.0,0.08,-1.0969100130080565,train
76234,2274,L1000,L1000::OSI-027::SKBR3::::24H::10uM::LJP001::K15::BRD-K94294671,OSI-027,SKBR3,24H,10uM,test,24.0,10.0,1.0,train
76236,663,L1000,L1000::motesanib::SKBR3::::24H::10uM::LJP001::G19::BRD-K99616396,Motesanib; motesanib,SKBR3,24H,10uM,val,24.0,10.0,1.0,train
76237,698,L1000,L1000::GSK-429286A::SKBR3::::6H::2.22uM::LJP001::C04::BRD-A10523515,"4-(4-(trifluoromethyl)phenyl)-N-(6-fluoro-1H-indazol-5-yl)-2-methyl-6-oxo-1,4,5,6-tetrahydro-3-pyridinecarboxamide; GSK-429286A",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76238,1643,L1000,L1000::WYE-125132::SKBR3::::6H::0.08uM::LJP001::L20::BRD-A45498368,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",SKBR3,6H,0.08uM,test,6.0,0.08,-1.0969100130080565,train
76239,1643,L1000,L1000::WYE-125132::SKBR3::::6H::0.37uM::LJP001::L19::BRD-A45498368,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76240,1643,L1000,L1000::WYE-125132::SKBR3::::6H::10uM::LJP001::K19::BRD-A45498368,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76241,1643,L1000,L1000::WYE-125132::SKBR3::::6H::2.22uM::LJP001::K20::BRD-A45498368,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76242,3150,L1000,L1000::AS-601245::SKBR3::::6H::0.08uM::LJP001::H02::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76243,3150,L1000,L1000::AS-601245::SKBR3::::6H::0.37uM::LJP001::H01::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76244,3150,L1000,L1000::AS-601245::SKBR3::::6H::10uM::LJP001::G01::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",SKBR3,6H,10uM,test,6.0,10.0,1.0,train
76245,3150,L1000,L1000::AS-601245::SKBR3::::6H::2.22uM::LJP001::G02::BRD-A60245366,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76246,1278,L1000,L1000::sirolimus::SKBR3::::6H::0.08uM::LJP001::J16::BRD-A79768653,Ascomycin; sirolimus,SKBR3,6H,0.08uM,test,6.0,0.08,-1.0969100130080565,test
76247,1278,L1000,L1000::sirolimus::SKBR3::::6H::0.37uM::LJP001::J15::BRD-A79768653,Ascomycin; sirolimus,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,test
76248,1461,L1000,L1000::SB-590885::SKBR3::::6H::0.08uM::LJP001::J04::BRD-K01253243,SB-590885,SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,test
76249,1461,L1000,L1000::SB-590885::SKBR3::::6H::2.22uM::LJP001::I04::BRD-K01253243,SB-590885,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,test
76250,1956,L1000,L1000::XMD-1150::SKBR3::::6H::10uM::LJP001::O17::BRD-K01436366,Lrrk2-IN-1; XMD-1150,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76251,8282,L1000,L1000::AKT-inhibitor-1-2::SKBR3::::6H::10uM::LJP001::G03::BRD-K04887706,BRD-K04887706,SKBR3,6H,10uM,train,6.0,10.0,1.0,test
76252,3995,L1000,L1000::GSK-3-inhibitor-IX::SKBR3::::6H::0.37uM::LJP001::F19::BRD-K04923131,6-Bromoindirubin-3'-oxime; BRD-K04923131,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76253,3995,L1000,L1000::GSK-3-inhibitor-IX::SKBR3::::6H::10uM::LJP001::E19::BRD-K04923131,6-Bromoindirubin-3'-oxime; BRD-K04923131,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76254,3995,L1000,L1000::GSK-3-inhibitor-IX::SKBR3::::6H::2.22uM::LJP001::E20::BRD-K04923131,6-Bromoindirubin-3'-oxime; BRD-K04923131,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76257,1310,L1000,L1000::roscovitine::SKBR3::::6H::10uM::LJP001::A03::BRD-K07691486,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76258,1310,L1000,L1000::roscovitine::SKBR3::::6H::2.22uM::LJP001::A04::BRD-K07691486,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76259,3661,L1000,L1000::AT-7519::SKBR3::::6H::0.08uM::LJP001::B10::BRD-K13390322,"4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxylic acid piperidin-4-ylamide; AT7519",SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,validation
76260,3661,L1000,L1000::AT-7519::SKBR3::::6H::0.37uM::LJP001::B09::BRD-K13390322,"4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxylic acid piperidin-4-ylamide; AT7519",SKBR3,6H,0.37uM,val,6.0,0.37,-0.431798275933005,validation
76261,3661,L1000,L1000::AT-7519::SKBR3::::6H::10uM::LJP001::A09::BRD-K13390322,"4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxylic acid piperidin-4-ylamide; AT7519",SKBR3,6H,10uM,val,6.0,10.0,1.0,validation
76262,3661,L1000,L1000::AT-7519::SKBR3::::6H::2.22uM::LJP001::A10::BRD-K13390322,"4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxylic acid piperidin-4-ylamide; AT7519",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,validation
76263,2836,L1000,L1000::BMS-345541::SKBR3::::6H::10uM::LJP001::E13::BRD-K13566078,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76264,2836,L1000,L1000::BMS-345541::SKBR3::::6H::2.22uM::LJP001::E14::BRD-K13566078,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76265,2072,L1000,L1000::CP-466722::SKBR3::::6H::10uM::LJP001::A19::BRD-K15592317,CP-466722; CP466722,SKBR3,6H,10uM,val,6.0,10.0,1.0,train
76271,1999,L1000,L1000::fostamatinib::SKBR3::::6H::10uM::LJP001::G15::BRD-K20285085,Tamatinib; fostamatinib,SKBR3,6H,10uM,train,6.0,10.0,1.0,validation
76272,2764,L1000,L1000::ALW-II-49-7::SKBR3::::6H::10uM::LJP001::A07::BRD-K22096725,5-((2-Methyl-5-((3-(trifluoromethyl)phenyl)carbamoyl)phenyl)amino)pyridine-3-carboxamide; ALW-II-49-7,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76273,1383,L1000,L1000::GSK-1070916::SKBR3::::6H::10uM::LJP001::K13::BRD-K36740062,GSK-1070916; Gsk-1070916,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76274,7751,L1000,L1000::A-443654::SKBR3::::6H::0.08uM::LJP001::J02::BRD-K38615104,A-443654,SKBR3,6H,0.08uM,val,6.0,0.08,-1.0969100130080565,train
76275,7751,L1000,L1000::A-443654::SKBR3::::6H::0.37uM::LJP001::J01::BRD-K38615104,A-443654,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76276,7751,L1000,L1000::A-443654::SKBR3::::6H::10uM::LJP001::I01::BRD-K38615104,A-443654,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76277,7751,L1000,L1000::A-443654::SKBR3::::6H::2.22uM::LJP001::I02::BRD-K38615104,A-443654,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76278,747,L1000,L1000::torin-1::SKBR3::::6H::0.08uM::LJP001::P04::BRD-K40175214,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76279,747,L1000,L1000::torin-1::SKBR3::::6H::10uM::LJP001::O03::BRD-K40175214,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76280,747,L1000,L1000::torin-1::SKBR3::::6H::2.22uM::LJP001::O04::BRD-K40175214,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76291,4724,L1000,L1000::sorafenib::SKBR3::::6H::0.37uM::LJP001::B17::BRD-K49810818,sorafenib,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,test
76295,2069,L1000,L1000::tivozanib::SKBR3::::6H::10uM::LJP001::A11::BRD-K53414658,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",SKBR3,6H,10uM,train,6.0,10.0,1.0,test
76301,6913,L1000,L1000::JW-7-24-1::SKBR3::::6H::10uM::LJP001::C17::BRD-K57282030,"9-(3,5-Dimethoxyphenyl)-1-[4-(1-piperazinyl)-3-(trifluoromethyl)phenyl]-2-benzo[h][1,6]naphthyridinone; JW-7-24-1",SKBR3,6H,10uM,train,6.0,10.0,1.0,validation
76302,2703,L1000,L1000::tozasertib::SKBR3::::6H::10uM::LJP001::C21::BRD-K59369769,Tozasertib; tozasertib,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76303,424,L1000,L1000::PHA-793887::SKBR3::::6H::0.08uM::LJP001::N14::BRD-K64800655,PHA-793887; Pha-793887,SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76304,424,L1000,L1000::PHA-793887::SKBR3::::6H::0.37uM::LJP001::N13::BRD-K64800655,PHA-793887; Pha-793887,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76305,424,L1000,L1000::PHA-793887::SKBR3::::6H::10uM::LJP001::M13::BRD-K64800655,PHA-793887; Pha-793887,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76306,424,L1000,L1000::PHA-793887::SKBR3::::6H::2.22uM::LJP001::M14::BRD-K64800655,PHA-793887; Pha-793887,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76310,3459,L1000,L1000::torin-2::SKBR3::::6H::0.08uM::LJP001::P06::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76311,3459,L1000,L1000::torin-2::SKBR3::::6H::0.37uM::LJP001::P05::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76312,3459,L1000,L1000::torin-2::SKBR3::::6H::10uM::LJP001::O05::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76313,3459,L1000,L1000::torin-2::SKBR3::::6H::2.22uM::LJP001::O06::BRD-K68174511,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76314,2898,L1000,L1000::ALW-II-38-3::SKBR3::::6H::10uM::LJP001::A05::BRD-K68191783,ALW-II-38-3; Awl-II-38.3,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76315,2898,L1000,L1000::ALW-II-38-3::SKBR3::::6H::2.22uM::LJP001::A06::BRD-K68191783,ALW-II-38-3; Awl-II-38.3,SKBR3,6H,2.22uM,val,6.0,2.22,0.3463529744506387,train
76316,2091,L1000,L1000::AZD-8055::SKBR3::::6H::0.08uM::LJP001::B16::BRD-K69932463,AZD-8055; Azd8055,SKBR3,6H,0.08uM,val,6.0,0.08,-1.0969100130080565,train
76317,2091,L1000,L1000::AZD-8055::SKBR3::::6H::0.37uM::LJP001::B15::BRD-K69932463,AZD-8055; Azd8055,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76318,2091,L1000,L1000::AZD-8055::SKBR3::::6H::2.22uM::LJP001::A16::BRD-K69932463,AZD-8055; Azd8055,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76319,6225,L1000,L1000::QL-X-138::SKBR3::::6H::10uM::LJP001::M17::BRD-K72636697,"N-[2-methyl-5-[2-oxo-9-(1H-pyrazol-4-yl)-1-benzo[h][1,6]naphthyridinyl]phenyl]-2-propenamide; QL-X-138",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76320,1836,L1000,L1000::CP-724714::SKBR3::::6H::0.37uM::LJP001::B21::BRD-K76908866,CP-724714; Cp-724714,SKBR3,6H,0.37uM,val,6.0,0.37,-0.431798275933005,train
76325,2328,L1000,L1000::SB-239063::SKBR3::::6H::10uM::LJP001::G05::BRD-K82091397,SB 239063; SB-239063,SKBR3,6H,10uM,val,6.0,10.0,1.0,train
76326,5161,L1000,L1000::neratinib::SKBR3::::6H::10uM::LJP001::C15::BRD-K85606544,Neratinib (maleate); Neratinib Maleate,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76327,5161,L1000,L1000::neratinib::SKBR3::::6H::2.22uM::LJP001::C16::BRD-K85606544,Neratinib (maleate); Neratinib Maleate,SKBR3,6H,2.22uM,val,6.0,2.22,0.3463529744506387,train
76331,2071,L1000,L1000::GW-843682X::SKBR3::::6H::10uM::LJP001::C07::BRD-K90382497,GW-843682X; GW843682X,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76332,109,L1000,L1000::WZ-3105::SKBR3::::6H::0.08uM::LJP001::P14::BRD-K92571446,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76333,109,L1000,L1000::WZ-3105::SKBR3::::6H::0.37uM::LJP001::P13::BRD-K92571446,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,SKBR3,6H,0.37uM,val,6.0,0.37,-0.431798275933005,train
76334,109,L1000,L1000::WZ-3105::SKBR3::::6H::10uM::LJP001::O13::BRD-K92571446,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76335,109,L1000,L1000::WZ-3105::SKBR3::::6H::2.22uM::LJP001::O14::BRD-K92571446,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76336,6752,L1000,L1000::HG-5-113-01::SKBR3::::6H::10uM::LJP001::C09::BRD-K93747373,"HG-5-113-01; N-methyl-6-[[4-(2-propan-2-ylsulfonylanilino)-1H-pyrrolo[2,3-b]pyridin-6-yl]amino]-3-pyridinecarboxamide",SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76337,6752,L1000,L1000::HG-5-113-01::SKBR3::::6H::2.22uM::LJP001::C10::BRD-K93747373,"HG-5-113-01; N-methyl-6-[[4-(2-propan-2-ylsulfonylanilino)-1H-pyrrolo[2,3-b]pyridin-6-yl]amino]-3-pyridinecarboxamide",SKBR3,6H,2.22uM,val,6.0,2.22,0.3463529744506387,train
76338,355,L1000,L1000::quizartinib::SKBR3::::6H::10uM::LJP001::G09::BRD-K93918653,Quizartinib; quizartinib,SKBR3,6H,10uM,train,6.0,10.0,1.0,test
76339,2274,L1000,L1000::OSI-027::SKBR3::::6H::0.08uM::LJP001::L16::BRD-K94294671,OSI-027,SKBR3,6H,0.08uM,train,6.0,0.08,-1.0969100130080565,train
76340,2274,L1000,L1000::OSI-027::SKBR3::::6H::10uM::LJP001::K15::BRD-K94294671,OSI-027,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76341,2274,L1000,L1000::OSI-027::SKBR3::::6H::2.22uM::LJP001::K16::BRD-K94294671,OSI-027,SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,train
76344,6224,L1000,L1000::QL-XII-47::SKBR3::::6H::0.37uM::LJP001::N21::BRD-K99252563,"9-(1-Methyl-4-pyrazolyl)-1-[1-(1-oxoprop-2-enyl)-2,3-dihydroindol-6-yl]-2-benzo[h][1,6]naphthyridinone; QL-XII-47",SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,validation
76345,6224,L1000,L1000::QL-XII-47::SKBR3::::6H::10uM::LJP001::M21::BRD-K99252563,"9-(1-Methyl-4-pyrazolyl)-1-[1-(1-oxoprop-2-enyl)-2,3-dihydroindol-6-yl]-2-benzo[h][1,6]naphthyridinone; QL-XII-47",SKBR3,6H,10uM,train,6.0,10.0,1.0,validation
76346,6224,L1000,L1000::QL-XII-47::SKBR3::::6H::2.22uM::LJP001::M22::BRD-K99252563,"9-(1-Methyl-4-pyrazolyl)-1-[1-(1-oxoprop-2-enyl)-2,3-dihydroindol-6-yl]-2-benzo[h][1,6]naphthyridinone; QL-XII-47",SKBR3,6H,2.22uM,train,6.0,2.22,0.3463529744506387,validation
76347,1518,L1000,L1000::PF-562271::SKBR3::::6H::0.37uM::LJP001::N11::BRD-K99545815,PF-562271,SKBR3,6H,0.37uM,train,6.0,0.37,-0.431798275933005,train
76348,1518,L1000,L1000::PF-562271::SKBR3::::6H::10uM::LJP001::M11::BRD-K99545815,PF-562271,SKBR3,6H,10uM,train,6.0,10.0,1.0,train
76349,1518,L1000,L1000::PF-562271::SKBR3::::6H::2.22uM::LJP001::M12::BRD-K99545815,PF-562271,SKBR3,6H,2.22uM,val,6.0,2.22,0.3463529744506387,train
