compound_embedding_row_index,compound_name,model_prediction_group,moa,moa_annotation
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,JNK inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Leucine-Rich Repeat Kinase 2 (LRRK2
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1a (JNK2) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1b (JNK3) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Least predictable,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1c (JNK1) Inhibitors
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Least predictable,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,OPRL1 gene inhibitor
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Least predictable,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,OPRM1 gene inhibitor
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Least predictable,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,Opioid receptor antagonist
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Least predictable,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,opioid receptor antagonist
2706,"5-chloro-2-N-[(1S)-1-(5-fluoropyrimidin-2-yl)ethyl]-4-N-(5-methyl-1H-pyrazol-3-yl)pyrimidine-2,4-diamine; Azd-1480",Least predictable,JAK inhibitor; Jak2 Inhibitors,JAK inhibitor
2706,"5-chloro-2-N-[(1S)-1-(5-fluoropyrimidin-2-yl)ethyl]-4-N-(5-methyl-1H-pyrazol-3-yl)pyrimidine-2,4-diamine; Azd-1480",Least predictable,JAK inhibitor; Jak2 Inhibitors,Jak2 Inhibitors
2028,Etoposide; etoposide,Most predictable,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
2028,Etoposide; etoposide,Most predictable,Topoisomerase inhibitor; topoisomerase inhibitor,topoisomerase inhibitor
1700,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine,Least predictable,"Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors; Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor; norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)",Norepinephrine Transporter (NET) Inhibitors
1700,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine,Least predictable,"Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors; Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor; norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)",Serotonin Transporter (SERT) Inhibitors
1700,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine,Least predictable,"Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors; Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor; norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)","Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor"
1700,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine,Least predictable,"Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors; Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor; norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)",norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)
4724,sorafenib,Least predictable,"PDGFR inhibitor, RET tyrosine kinase inhibitor, RAF inhibitor, VEGFR inhibitor, FLT3 inhibitor, KIT inhibitor","PDGFR inhibitor, RET tyrosine kinase inhibitor, RAF inhibitor, VEGFR inhibitor, FLT3 inhibitor, KIT inhibitor"
4225,mercaptopurine,Least predictable,immunosuppressant | protein synthesis inhibitor | purine antagonist,immunosuppressant | protein synthesis inhibitor | purine antagonist
3292,Iniparib; iniparib,Least predictable,PARP inhibitor,PARP inhibitor
5264,BVD-523; Ulixertinib,Least predictable,MAP kinase inhibitor,MAP kinase inhibitor
4491,rimcazole,Least predictable,Sigma receptor antagonist,Sigma receptor antagonist
262,"[(1R,2S,4R,5R,6S,8R,10S,11S,14S,16R)-14-hydroxy-8,11-dimethyl-6-(6-oxopyran-3-yl)-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-5-yl] acetate; cinobufagin",Most predictable,ATPase inhibitor,ATPase inhibitor
1599,6-cyclopropyl-8-fluoro-2-[2-(hydroxymethyl)-3-[1-methyl-5-[[5-(4-methylpiperazin-1-yl)pyridin-2-yl]amino]-6-oxopyridin-3-yl]phenyl]isoquinolin-1-one; RN486,Most predictable,reversible BTK inhibitor,reversible BTK inhibitor
2174,"1-(2,4-dimethoxyphenyl)-3-(2,6-dimethylphenyl)-1-[6-[4-(4-methylpiperazin-1-yl)anilino]pyrimidin-4-yl]urea; HG-9-91-01",Least predictable,SIK1 gene inhibitor,SIK1 gene inhibitor
2276,Pirarubicin; pirarubicin,Most predictable,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
2276,Pirarubicin; pirarubicin,Most predictable,Topoisomerase inhibitor; topoisomerase inhibitor,topoisomerase inhibitor
2039,2-Methoxyestradiol; BRD-K44408410,Most predictable,hypoxia inducible factor inhibitor,hypoxia inducible factor inhibitor
3290,"4-(4-(1,3-Benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl)benzamide; SB-431542",Least predictable,TGF beta receptor inhibitor,TGF beta receptor inhibitor
1040,Disulfiram; disulfiram,Least predictable,"Aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist; aldehyde dehydrogenase inhibitor | DNA methyltransferase inhibitor | TRPV agonist","Aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist"
1040,Disulfiram; disulfiram,Least predictable,"Aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist; aldehyde dehydrogenase inhibitor | DNA methyltransferase inhibitor | TRPV agonist",aldehyde dehydrogenase inhibitor | DNA methyltransferase inhibitor | TRPV agonist
2353,Sulforaphane; sulforaphane,Least predictable,"Aryl hydrocarbon receptor antagonist, Anti-cancer agent; anticancer agent | aryl hydrocarbon receptor antagonist","Aryl hydrocarbon receptor antagonist, Anti-cancer agent"
2353,Sulforaphane; sulforaphane,Least predictable,"Aryl hydrocarbon receptor antagonist, Anti-cancer agent; anticancer agent | aryl hydrocarbon receptor antagonist",anticancer agent | aryl hydrocarbon receptor antagonist
2502,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione;ethanol;hydrate;hydrochloride; doxycycline",Most predictable,Metalloproteinase inhibitor; bacterial 30S ribosomal subunit inhibitor | metalloproteinase inhibitor,Metalloproteinase inhibitor
2502,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione;ethanol;hydrate;hydrochloride; doxycycline",Most predictable,Metalloproteinase inhibitor; bacterial 30S ribosomal subunit inhibitor | metalloproteinase inhibitor,bacterial 30S ribosomal subunit inhibitor | metalloproteinase inhibitor
2686,4-(4-Chloro-2-methylphenoxy)-N-hydroxybutanamide; 4-(4-chloro-2-methylphenoxy)-N-hydroxybutanamide; droxinostat,Least predictable,HDAC inhibitor,HDAC inhibitor
3742,SNS-314; Sns-314,Least predictable,Aurora kinase inhibitor,Aurora kinase inhibitor
1046,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine; Chloroquine; chloroquine",Least predictable,Apoptosis Inducers;Thiamine uptake inhibitor; antimalarial agent,Apoptosis Inducers
1046,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine; Chloroquine; chloroquine",Least predictable,Apoptosis Inducers;Thiamine uptake inhibitor; antimalarial agent,Thiamine uptake inhibitor
1046,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine; Chloroquine; chloroquine",Least predictable,Apoptosis Inducers;Thiamine uptake inhibitor; antimalarial agent,antimalarial agent
494,"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol; Isoproterenol; isoprenaline",Least predictable,Adrenergic receptor agonist; beta-Adrenoceptor Agonists,Adrenergic receptor agonist
494,"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol; Isoproterenol; isoprenaline",Least predictable,Adrenergic receptor agonist; beta-Adrenoceptor Agonists,beta-Adrenoceptor Agonists
2252,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one; PD-98059,Least predictable,"MEK inhibitor; MEK inhibitor, MAP kinase inhibitor",MEK inhibitor
2252,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one; PD-98059,Least predictable,"MEK inhibitor; MEK inhibitor, MAP kinase inhibitor","MEK inhibitor, MAP kinase inhibitor"
1076,Barasertib; barasertib,Least predictable,Aurora kinase inhibitor,Aurora kinase inhibitor
4953,TCPOBOP,Least predictable,CAR agonist,CAR agonist
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,AMP-Activated Protein Kinase (AMPK) Activators
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,GPD2 gene modulator
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,MTTP Inhibitor
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,adenine deaminase inhibitor
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,inhibitor of mitochondrial complex I of the electron transport chain
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,insulin sensitizer
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",Least predictable,inhibitor of mitochondrial complex I of the electron transport chain;GPD2 gene modulator;adenine deaminase inhibitor;MTTP Inhibitor;mitochondrial repiratory chain 1 inhibitors;AMP-Activated Protein Kinase (AMPK) Activators; insulin sensitizer,mitochondrial repiratory chain 1 inhibitors
2508,"(8S,9S,10R,11S,13S,14R,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; prednisolone",Most predictable,glucocorticoid receptor agonist,glucocorticoid receptor agonist
3413,"(1R,2S)-Tranylcypromine; tranylcypromine",Least predictable,Monoamine oxidase inhibitor; monoamine oxidase inhibitor,Monoamine oxidase inhibitor
3413,"(1R,2S)-Tranylcypromine; tranylcypromine",Least predictable,Monoamine oxidase inhibitor; monoamine oxidase inhibitor,monoamine oxidase inhibitor
3298,Nicotinamide; nicotinamide,Least predictable,Protein synthesis stimulant; protein synthesis stimulant,Protein synthesis stimulant
3298,Nicotinamide; nicotinamide,Least predictable,Protein synthesis stimulant; protein synthesis stimulant,protein synthesis stimulant
5116,cisplatin,Least predictable,"DNA alkylating agent, DNA synthesis inhibitor","DNA alkylating agent, DNA synthesis inhibitor"
